Time,HCSR04_001,HCSR04_002,HCSR04_003,HCSR04_004,HCSR04_005,HCSR04_006,HCSR04_007,ObjectClass
1609601427,48.48,50.79,51.81,47.81,25.48,246.24,83.82,RECTANGULAR_BOX
1609601445,48.85,51.26,51.04,48.25,25.45,26.21,1.34,RECTANGULAR_BOX
1609601462,48.49,51.12,51.45,48.21,25.38,26.71,6.36,RECTANGULAR_BOX
1609601480,47.41,51.27,51.42,48.2,25.39,26.31,117.96,RECTANGULAR_BOX
1609601497,48.44,50.83,51.01,48.17,25.44,26.79,17.9,RECTANGULAR_BOX
1609601515,48.45,50.85,51.47,48.21,25.45,26.32,56.47,RECTANGULAR_BOX
1609601532,48.4,51.28,51.45,48.2,25.47,26.64,113.03,RECTANGULAR_BOX
1609601550,48.46,50.86,51.03,48.64,25.41,26.73,112.76,RECTANGULAR_BOX
1609601567,49.21,51.2,51.37,48.23,25.42,26.64,109.32,RECTANGULAR_BOX
1609601585,48.39,50.81,51.04,48.16,25.8,26.28,110.1,RECTANGULAR_BOX
1609601603,48.48,50.73,50.99,48.24,24.94,26.75,110.4,RECTANGULAR_BOX
